track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Wolfsblood,Misfits,1.69,3.0650000000000004,1.745,punk,sad,"[('punk', 100), ('horror punk', 100), ('punk rock', 72), ('hardcore punk', 43), ('Misfits', 43), ('rock', 29), ('horror', 29), ('halloween', 29), ('old school hardcore punk', 29), ('true hardcore punk', 29), ('classic rock', 15), ('metal', 15), ('hard rock', 15), ('male vocalist', 15), (""80's"", 15), ('friendsofthekingofrummelpop', 15), ('english lyrics', 15), ('1980s', 15), ('cryptic', 15), ('1983', 15)]",punk punk punk punk punk punk punk punk punk punk horror punk horror punk horror punk horror punk horror punk horror punk horror punk horror punk horror punk horror punk punk rock punk rock punk rock punk rock punk rock punk rock punk rock hardcore punk hardcore punk hardcore punk hardcore punk Misfits Misfits Misfits Misfits rock rock horror horror halloween halloween old school hardcore punk old school hardcore punk true hardcore punk true hardcore punk classic rock metal hard rock male vocalist 80's friendsofthekingofrummelpop english lyrics 1980s cryptic 1983
Busy,K's Choice,5.256666666666666,3.313333333333333,5.53,pop,happy,"[('pop', 100), ('alternative', 100), ('alternative rock', 67), ('indie pop', 67), ('female vocalists', 34), ('belgian', 34), ('Ks Choice', 34), ('hurricane festival 2010', 34), ('indie', 17), ('rock', 17), ('emo', 17), ('indie rock', 17), ('folk-rock', 17), ('beautiful', 17), ('Mellow', 17), ('smooth', 17), ('lonely', 17), ('Pop-Rock', 17), ('alt rock', 17), ('2000s', 17)]",pop pop pop pop pop pop pop pop pop pop alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock indie pop indie pop indie pop indie pop indie pop indie pop female vocalists female vocalists female vocalists belgian belgian belgian Ks Choice Ks Choice Ks Choice hurricane festival 2010 hurricane festival 2010 hurricane festival 2010 indie rock emo indie rock folk-rock beautiful Mellow smooth lonely Pop-Rock alt rock 2000s
Into the Forest,Danny Elfman,5.125,5.34,4.69,soundtrack,happy,"[('Soundtrack', 100), ('instrumental', 34), ('ost', 34), ('tim burton', 34), ('Corpse Bride Soundtrack', 34), ('danny elfman', 23), ('Corpse Bride', 23), ('ambient', 12), ('dark', 12), ('american', 12), ('favourite', 12), ('dramatic', 12), ('movie soundtrack', 12), ('harpsichord', 12), ('Soundtrack Scores', 12), ('movie ost', 12), ('elfman', 12), ('instrumentease', 12)]",Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack instrumental instrumental instrumental ost ost ost tim burton tim burton tim burton Corpse Bride Soundtrack Corpse Bride Soundtrack Corpse Bride Soundtrack danny elfman danny elfman Corpse Bride Corpse Bride ambient dark american favourite dramatic movie soundtrack harpsichord Soundtrack Scores movie ost elfman instrumentease
Aina Nälkä,Sielun Veljet,5.2375,5.2125,4.9875,rock,happy,"[('suomirock', 100), ('finnish', 80), ('rock', 40), ('punk', 40), ('elandal loved', 40), ('elandal pl-aggressiivinen', 40), ('80s', 20), ('memories', 20), ('Love', 20), ('loud', 20), ('Energetic', 20), ('punk rock', 20), ('Garage Rock', 20), ('loved', 20), ('1984', 20), ('Suomi', 20), ('anxiety', 20), ('finland', 20), ('cooking', 20), ('Messy', 20)]",suomirock suomirock suomirock suomirock suomirock suomirock suomirock suomirock suomirock suomirock finnish finnish finnish finnish finnish finnish finnish finnish rock rock rock rock punk punk punk punk elandal loved elandal loved elandal loved elandal loved elandal pl-aggressiivinen elandal pl-aggressiivinen elandal pl-aggressiivinen elandal pl-aggressiivinen 80s 80s memories memories Love Love loud loud Energetic Energetic punk rock punk rock Garage Rock Garage Rock loved loved 1984 1984 Suomi Suomi anxiety anxiety finland finland cooking cooking Messy Messy
Suga Mama,Beyoncé,7.03910447761194,5.686119402985074,6.029402985074627,pop,happy,"[('rnb', 100), ('pop', 66), ('beyonce', 52), ('female vocalists', 43), ('sexy', 31), ('soul', 29), ('r&b', 21), ('Hip-Hop', 13), ('funky', 13), ('funk', 11), ('r and b', 11), ('singer-songwriter', 9), ('female vocalist', 9), ('rhythm and blues', 9), ('suga mama', 9), ('RB', 7), ('urban', 7), ('american', 7), ('2007', 7), ('sweet', 7)]",rnb rnb rnb rnb rnb rnb rnb rnb rnb rnb pop pop pop pop pop pop beyonce beyonce beyonce beyonce beyonce female vocalists female vocalists female vocalists female vocalists sexy sexy sexy soul soul r&b r&b Hip-Hop funky funk r and b
Feel So Close (Extended Mix),Calvin Harris,6.95,4.7,6.75,house,happy,"[('House', 100), ('Progressive House', 80), ('dance', 60), ('electro house', 40), ('male vocals', 40), ('electronic', 20), ('electronica', 20), ('alternative', 20), ('upbeat', 20), ('party', 20), ('Uplifting', 20), ('vocal house', 20), ('Fave', 20), ('4 Stars', 20), ('EDM', 20), ('writing', 20), ('Feel so close', 20)]",House House House House House House House House House House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House dance dance dance dance dance dance electro house electro house electro house electro house male vocals male vocals male vocals male vocals electronic electronic electronica electronica alternative alternative upbeat upbeat party party Uplifting Uplifting vocal house vocal house Fave Fave 4 Stars 4 Stars EDM EDM writing writing Feel so close Feel so close
Dings,Annett Louisan,7.169999999999999,3.4949999999999997,6.04,swing,happy,"[('swing', 100), ('pop', 78), ('german', 78), ('deutsch', 67), ('jazz', 56), ('chanson', 34), ('singer-songwriter', 34), ('Female Voices', 34), ('female vocalists', 23), ('accoustic', 23), ('swing dance', 23), ('annett louisan', 23), ('favorites', 12), ('Deutschrock', 12), ('samba', 12), ('warm', 12), ('gorgeous', 12), ('Precious', 12), ('best', 12), ('Deutsche Schlager', 12)]",swing swing swing swing swing swing swing swing swing swing pop pop pop pop pop pop pop german german german german german german german deutsch deutsch deutsch deutsch deutsch deutsch jazz jazz jazz jazz jazz chanson chanson chanson singer-songwriter singer-songwriter singer-songwriter Female Voices Female Voices Female Voices female vocalists female vocalists accoustic accoustic swing dance swing dance annett louisan annett louisan favorites Deutschrock samba warm gorgeous Precious best Deutsche Schlager
White Coats,Foxes,6.526363636363636,3.557272727272727,6.153636363636363,pop,happy,"[('pop', 100), ('Mellow', 100), ('chillout', 75), ('chill', 75), ('female vocalists', 75), ('world', 75), ('3', 75), ('World Music', 75), ('sunflower', 75), ('Skitz0rz', 75), ('uitluisteren artist', 75), ('encantadora', 75), ('holloween skitz0rz', 75), ('fav888', 75), ('electropop', 50), ('british', 50), ('alternative', 50), ('epic', 50), ('my dance room', 50), ('electronic', 25)]",pop pop pop pop pop pop pop pop pop pop Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow chillout chillout chillout chillout chillout chillout chillout chill chill chill chill chill chill chill female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists world world world world world world world 3 3 3 3 3 3 3 World Music World Music World Music World Music World Music World Music World Music sunflower sunflower sunflower sunflower sunflower sunflower sunflower Skitz0rz Skitz0rz Skitz0rz Skitz0rz Skitz0rz Skitz0rz Skitz0rz uitluisteren artist uitluisteren artist uitluisteren artist uitluisteren artist uitluisteren artist uitluisteren artist uitluisteren artist encantadora encantadora encantadora encantadora encantadora encantadora encantadora holloween skitz0rz holloween skitz0rz holloween skitz0rz holloween skitz0rz holloween skitz0rz holloween skitz0rz holloween skitz0rz fav888 fav888 fav888 fav888 fav888 fav888 fav888 electropop electropop electropop electropop electropop british british british british british alternative alternative alternative alternative alternative epic epic epic epic epic my dance room my dance room my dance room my dance room my dance room electronic electronic
Old Man [Live At Massey Hall 1971],Neil Young,1.885,2.4925,2.575,classic rock,sad,"[('classic rock', 100), ('folk', 100), ('singer-songwriter', 100), ('Canadian', 100), ('live', 100), ('rock', 75), ('70s', 75), ('acoustic', 75), ('classic', 50), ('country', 50), ('guitar', 50), ('folk rock', 50), ('melancholic', 50), ('sardonic', 25), ('Psychedelic Rock', 25), ('blues rock', 25), ('male vocalist', 25), ('male vocalists', 25), ('singer songwriter', 25), ('Awesome Guitar Jams', 25)]",classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock folk folk folk folk folk folk folk folk folk folk singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter Canadian Canadian Canadian Canadian Canadian Canadian Canadian Canadian Canadian Canadian live live live live live live live live live live rock rock rock rock rock rock rock 70s 70s 70s 70s 70s 70s 70s acoustic acoustic acoustic acoustic acoustic acoustic acoustic classic classic classic classic classic country country country country country guitar guitar guitar guitar guitar folk rock folk rock folk rock folk rock folk rock melancholic melancholic melancholic melancholic melancholic sardonic sardonic Psychedelic Rock Psychedelic Rock blues rock blues rock male vocalist male vocalist male vocalists male vocalists singer songwriter singer songwriter Awesome Guitar Jams Awesome Guitar Jams
Cheap Thrills,Plastic Little,5.895,4.9975,5.744166666666667,chill,happy,"[('chill', 100), ('classic', 100), ('USA', 100), ('dance', 100), ('underground hip-hop', 100), ('thoughtful', 100), ('upbeat', 100), ('Energetic', 100), ('atmospheric', 100), ('american', 100), ('smooth', 100), ('excellent', 100), ('tight', 100), ('sample sources', 100), ('intense', 100), ('aggressive', 100), ('Provocative', 100), ('mix', 100), ('strong', 100), ('sensual', 100)]",chill chill chill chill chill chill chill chill chill chill classic classic classic classic classic classic classic classic classic classic USA USA USA USA USA USA USA USA USA USA dance dance dance dance dance dance dance dance dance dance underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop thoughtful thoughtful thoughtful thoughtful thoughtful thoughtful thoughtful thoughtful thoughtful thoughtful upbeat upbeat upbeat upbeat upbeat upbeat upbeat upbeat upbeat upbeat Energetic Energetic Energetic Energetic Energetic Energetic Energetic Energetic Energetic Energetic atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric american american american american american american american american american american smooth smooth smooth smooth smooth smooth smooth smooth smooth smooth excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent tight tight tight tight tight tight tight tight tight tight sample sources sample sources sample sources sample sources sample sources sample sources sample sources sample sources sample sources sample sources intense intense intense intense intense intense intense intense intense intense aggressive aggressive aggressive aggressive aggressive aggressive aggressive aggressive aggressive aggressive Provocative Provocative Provocative Provocative Provocative Provocative Provocative Provocative Provocative Provocative mix mix mix mix mix mix mix mix mix mix strong strong strong strong strong strong strong strong strong strong sensual sensual sensual sensual sensual sensual sensual sensual sensual sensual
But Not for Me,Julie London,7.0,4.43,5.95,easy listening,happy,"[('60s', 100), ('easy listening', 100), ('elegant', 100), ('jazz', 50), ('female vocalists', 50), ('vocal jazz', 50), ('oldies', 50), ('gershwin', 50), ('love this tune', 50), ('cinematographical', 50)]",60s 60s 60s 60s 60s 60s 60s 60s 60s 60s easy listening easy listening easy listening easy listening easy listening easy listening easy listening easy listening easy listening easy listening elegant elegant elegant elegant elegant elegant elegant elegant elegant elegant jazz jazz jazz jazz jazz female vocalists female vocalists female vocalists female vocalists female vocalists vocal jazz vocal jazz vocal jazz vocal jazz vocal jazz oldies oldies oldies oldies oldies gershwin gershwin gershwin gershwin gershwin love this tune love this tune love this tune love this tune love this tune cinematographical cinematographical cinematographical cinematographical cinematographical
The Dark,Azar Baksh,5.642,3.978,4.948,unknown,happy,"[('Love', 100), ('beautiful', 100), ('space', 100), ('inspirational', 100), ('meditative', 100), ('heart', 100), ('english', 100), ('powerful', 100), ('Loving', 100), ('touching', 100), ('softness', 100), ('conscious', 100), ('profound', 100), ('insightful', 100), ('down to earth', 100), ('alive', 100), ('vulnerable', 100), ('pure', 100), ('deep sounds', 100), ('wholistic', 100)]",Love Love Love Love Love Love Love Love Love Love beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful space space space space space space space space space space inspirational inspirational inspirational inspirational inspirational inspirational inspirational inspirational inspirational inspirational meditative meditative meditative meditative meditative meditative meditative meditative meditative meditative heart heart heart heart heart heart heart heart heart heart english english english english english english english english english english powerful powerful powerful powerful powerful powerful powerful powerful powerful powerful Loving Loving Loving Loving Loving Loving Loving Loving Loving Loving touching touching touching touching touching touching touching touching touching touching softness softness softness softness softness softness softness softness softness softness conscious conscious conscious conscious conscious conscious conscious conscious conscious conscious profound profound profound profound profound profound profound profound profound profound insightful insightful insightful insightful insightful insightful insightful insightful insightful insightful down to earth down to earth down to earth down to earth down to earth down to earth down to earth down to earth down to earth down to earth alive alive alive alive alive alive alive alive alive alive vulnerable vulnerable vulnerable vulnerable vulnerable vulnerable vulnerable vulnerable vulnerable vulnerable pure pure pure pure pure pure pure pure pure pure deep sounds deep sounds deep sounds deep sounds deep sounds deep sounds deep sounds deep sounds deep sounds deep sounds wholistic wholistic wholistic wholistic wholistic wholistic wholistic wholistic wholistic wholistic
20 Years of Hell,Anti-Flag,2.485,5.7,3.72,punk,sad,"[('punk', 100), ('punk rock', 50), ('Punk-Rock', 50), ('Political Punk Rock', 50), ('high energy', 25), ('death', 25), ('angry', 25), ('1998', 25), ('political', 25), ('male vocalist', 25), ('depression', 25), ('suicide', 25), ('english lyrics', 25), ('1990s', 25), ('positive', 25), ('Anti-Flag', 25), ('somewhat danceable', 25), ('108 bpm', 25), ('their system doesn-t work for you', 25), ('k1r7m', 25)]",punk punk punk punk punk punk punk punk punk punk punk rock punk rock punk rock punk rock punk rock Punk-Rock Punk-Rock Punk-Rock Punk-Rock Punk-Rock Political Punk Rock Political Punk Rock Political Punk Rock Political Punk Rock Political Punk Rock high energy high energy death death angry angry 1998 1998 political political male vocalist male vocalist depression depression suicide suicide english lyrics english lyrics 1990s 1990s positive positive Anti-Flag Anti-Flag somewhat danceable somewhat danceable 108 bpm 108 bpm their system doesn-t work for you their system doesn-t work for you k1r7m k1r7m
Silk and Leather,Shelagh McDonald,4.316666666666666,1.92,4.576666666666667,folk,sad,"[('folk', 100), ('singer-songwriter', 60), ('british', 20), ('folk-rock', 20), ('Mellow', 20), ('british folk', 20), ('autumnal', 20), ('autumn', 20), ('Sentimental', 20), ('british folk-rock', 20), ('rainy day music', 20), ('gray day', 20), ('Shelagh McDonald', 20), ('fabrics and materials', 20)]",folk folk folk folk folk folk folk folk folk folk singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter british british folk-rock folk-rock Mellow Mellow british folk british folk autumnal autumnal autumn autumn Sentimental Sentimental british folk-rock british folk-rock rainy day music rainy day music gray day gray day Shelagh McDonald Shelagh McDonald fabrics and materials fabrics and materials
Channel 8,Aufgang,5.88,4.05,5.67,classical,happy,"[('Classical', 100), ('jazz', 100), ('electro', 100), ('free', 100), ('2000s', 100), ('midtempo', 100), ('serious', 100)]",Classical Classical Classical Classical Classical Classical Classical Classical Classical Classical jazz jazz jazz jazz jazz jazz jazz jazz jazz jazz electro electro electro electro electro electro electro electro electro electro free free free free free free free free free free 2000s 2000s 2000s 2000s 2000s 2000s 2000s 2000s 2000s 2000s midtempo midtempo midtempo midtempo midtempo midtempo midtempo midtempo midtempo midtempo serious serious serious serious serious serious serious serious serious serious
Time of Our Lives,Pitbull,8.47,6.05,7.21,party,happy,"[('party', 100), ('pop', 72), ('2015', 72), ('Ne-Yo', 58), ('Pitbull', 43), ('Hip-Hop', 29), ('club', 29), ('2010s', 29), ('electronic', 15), ('hip hop', 15), ('electro', 15), ('happy', 15), ('Love', 15), ('dance-pop', 15), ('House', 15), ('beautiful', 15), ('Driving', 15), ('rnb', 15), ('super', 15), ('male vocalists', 15)]",party party party party party party party party party party pop pop pop pop pop pop pop 2015 2015 2015 2015 2015 2015 2015 Ne-Yo Ne-Yo Ne-Yo Ne-Yo Ne-Yo Pitbull Pitbull Pitbull Pitbull Hip-Hop Hip-Hop club club 2010s 2010s electronic hip hop electro happy Love dance-pop House beautiful Driving rnb super male vocalists
Dust,Mathias Grassow,4.32,3.55,5.17,ambient,sad,"[('ambient', 100), ('dark ambient', 100), ('drone', 50), ('cold', 50), ('ambient noise', 50), ('electronic', 25), ('soundscape', 25), ('Avant-Garde', 25), ('drone ambient', 25), ('Cold ambient', 25), ('MP3', 25), ('Space Ambient', 25), ('noise ambient', 25), ('Steve Roach', 25), ('Mathias Grassow:Dust', 25), ('konstant', 25)]",ambient ambient ambient ambient ambient ambient ambient ambient ambient ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient drone drone drone drone drone cold cold cold cold cold ambient noise ambient noise ambient noise ambient noise ambient noise electronic electronic soundscape soundscape Avant-Garde Avant-Garde drone ambient drone ambient Cold ambient Cold ambient MP3 MP3 Space Ambient Space Ambient noise ambient noise ambient Steve Roach Steve Roach Mathias Grassow:Dust Mathias Grassow:Dust konstant konstant
The Freaks,The Tiger Lillies,7.81,5.33,6.8,british,happy,"[('british', 100), ('cabaret', 100), ('rock', 50), ('alternative', 50), ('weird', 50), ('crazy', 50), ('3', 50), ('Avant-Garde', 50), ('comedy', 50), ('dark cabaret', 50), ('2', 50), ('freaky', 50), ('humorous', 50), ('adult', 50), ('freakshow', 50), ('expletive', 50), ('Tiger Lillies', 50), ('The Tiger Lillies', 50)]",british british british british british british british british british british cabaret cabaret cabaret cabaret cabaret cabaret cabaret cabaret cabaret cabaret rock rock rock rock rock alternative alternative alternative alternative alternative weird weird weird weird weird crazy crazy crazy crazy crazy 3 3 3 3 3 Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde comedy comedy comedy comedy comedy dark cabaret dark cabaret dark cabaret dark cabaret dark cabaret 2 2 2 2 2 freaky freaky freaky freaky freaky humorous humorous humorous humorous humorous adult adult adult adult adult freakshow freakshow freakshow freakshow freakshow expletive expletive expletive expletive expletive Tiger Lillies Tiger Lillies Tiger Lillies Tiger Lillies Tiger Lillies The Tiger Lillies The Tiger Lillies The Tiger Lillies The Tiger Lillies The Tiger Lillies
When the Spice Hits,John Pinette,6.983333333333333,5.1066666666666665,6.213333333333334,comedy,happy,"[('comedy', 100), ('stand-up', 80), ('humor', 60), ('standup', 60), ('comedian', 60), ('john pinette', 60), ('Stand Up', 40), ('stand-up comedy', 40), ('standup comedy', 40), ('stand up comedy', 40), ('quirky', 20), ('funny', 20), ('silly', 20), ('hilarious', 20), ('food', 20), ('funnies', 20), ('ttt', 20), ('nikaroo', 20), ('Infernalist 13', 20), ('standup humour', 20)]",comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy stand-up stand-up stand-up stand-up stand-up stand-up stand-up stand-up humor humor humor humor humor humor standup standup standup standup standup standup comedian comedian comedian comedian comedian comedian john pinette john pinette john pinette john pinette john pinette john pinette Stand Up Stand Up Stand Up Stand Up stand-up comedy stand-up comedy stand-up comedy stand-up comedy standup comedy standup comedy standup comedy standup comedy stand up comedy stand up comedy stand up comedy stand up comedy quirky quirky funny funny silly silly hilarious hilarious food food funnies funnies ttt ttt nikaroo nikaroo Infernalist 13 Infernalist 13 standup humour standup humour
Lightwaves,Electric Skychurch,5.07876404494382,3.558314606741573,4.363595505617978,ambient,happy,"[('ambient', 100), ('chillout', 63), ('atmospheric', 50), ('vule', 50), ('electronic', 38), ('idm', 25), ('Ambient Techno', 25), ('ambient lounge', 25), ('electronica', 13), ('downtempo', 13), ('USA', 13), ('beautiful', 13), ('melodic', 13), ('Dreamy', 13), ('american', 13), ('California', 13), ('west coast', 13), ('hypnotic', 13), ('spacey', 13), ('los angeles', 13)]",ambient ambient ambient ambient ambient ambient ambient ambient ambient ambient chillout chillout chillout chillout chillout chillout atmospheric atmospheric atmospheric atmospheric atmospheric vule vule vule vule vule electronic electronic electronic idm idm Ambient Techno Ambient Techno ambient lounge ambient lounge electronica downtempo USA beautiful melodic Dreamy american California west coast hypnotic spacey los angeles
Ponekad,Slađana Milošević,6.32,5.13,6.18,unknown,happy,"[('sophisticated', 100)]",sophisticated sophisticated sophisticated sophisticated sophisticated sophisticated sophisticated sophisticated sophisticated sophisticated
Baiulus,The Black Atlantic,6.47,1.95,5.8,indie,happy,"[('indie', 100), ('under two minutes', 100), ('listen more', 100), ('folk', 50), ('beautiful', 50), ('quiet', 50), ('fotomotor', 50), ('Mars', 50), ('shorter than 2 minutes', 50), ('soon come to el lokal', 50)]",indie indie indie indie indie indie indie indie indie indie under two minutes under two minutes under two minutes under two minutes under two minutes under two minutes under two minutes under two minutes under two minutes under two minutes listen more listen more listen more listen more listen more listen more listen more listen more listen more listen more folk folk folk folk folk beautiful beautiful beautiful beautiful beautiful quiet quiet quiet quiet quiet fotomotor fotomotor fotomotor fotomotor fotomotor Mars Mars Mars Mars Mars shorter than 2 minutes shorter than 2 minutes shorter than 2 minutes shorter than 2 minutes shorter than 2 minutes soon come to el lokal soon come to el lokal soon come to el lokal soon come to el lokal soon come to el lokal
愛し子よ,ルルティア,6.57,5.04,5.79,alternative,happy,"[('alternative', 100), ('singer-songwriter', 100), ('alternative rock', 67), ('indie pop', 67), ('dream pop', 67), ('creepy', 67), ('dark lyrics', 67), ('mystical', 67), ('Beautiful Song', 67), ('creepy lyrics', 67), ('Rurutia', 67), ('beautiful songs with deathly lyrics', 67), ('murder and jealousy', 67), ('indie', 34), ('rock', 34), ('indie rock', 34), ('female vocalists', 34), ('pop rock', 34), ('new age', 34), ('shoegaze', 34)]",alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock indie pop indie pop indie pop indie pop indie pop indie pop dream pop dream pop dream pop dream pop dream pop dream pop creepy creepy creepy creepy creepy creepy dark lyrics dark lyrics dark lyrics dark lyrics dark lyrics dark lyrics mystical mystical mystical mystical mystical mystical Beautiful Song Beautiful Song Beautiful Song Beautiful Song Beautiful Song Beautiful Song creepy lyrics creepy lyrics creepy lyrics creepy lyrics creepy lyrics creepy lyrics Rurutia Rurutia Rurutia Rurutia Rurutia Rurutia beautiful songs with deathly lyrics beautiful songs with deathly lyrics beautiful songs with deathly lyrics beautiful songs with deathly lyrics beautiful songs with deathly lyrics beautiful songs with deathly lyrics murder and jealousy murder and jealousy murder and jealousy murder and jealousy murder and jealousy murder and jealousy indie indie indie rock rock rock indie rock indie rock indie rock female vocalists female vocalists female vocalists pop rock pop rock pop rock new age new age new age shoegaze shoegaze shoegaze
Chain of Fools,Little Caesar,3.850000000000001,5.64,4.6,hard rock,sad,"[('hard rock', 100), ('Glam Metal', 70), ('cover', 24), ('rock n roll', 16), ('sleaze rock', 16), ('rock', 8), ('80s', 8), ('90s', 8), ('blues rock', 8), ('cover songs', 8), ('songs i love', 8), ('sleazy', 8), ('Cock rock', 8), ('80s Heavy Metal', 8), ('cover version', 8), ('sleaze', 8), ('Aretha Franklin', 8), ('80s metal', 8), ('80s rock', 8), ('sleazy rock', 8)]",hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock Glam Metal Glam Metal Glam Metal Glam Metal Glam Metal Glam Metal Glam Metal cover cover rock n roll sleaze rock
Broken,David Nevue,2.8125,2.2225,3.36,piano,sad,"[('piano', 100), ('instrumental', 75), ('sad', 50), ('melanie', 25), ('wistful', 25), ('soothing', 25), ('piano solo', 25), ('the evening shadows', 25), ('christian piano', 25), ('genre: contemporary piano', 25), ('macdf', 25), ('genre: new age instrumental', 25), ('radio-dawn-quite nights', 25), ('radio-dawn-quiet piano', 25), ('moonrise radio', 25), ('winter radio', 25)]",piano piano piano piano piano piano piano piano piano piano instrumental instrumental instrumental instrumental instrumental instrumental instrumental sad sad sad sad sad melanie melanie wistful wistful soothing soothing piano solo piano solo the evening shadows the evening shadows christian piano christian piano genre: contemporary piano genre: contemporary piano macdf macdf genre: new age instrumental genre: new age instrumental radio-dawn-quite nights radio-dawn-quite nights radio-dawn-quiet piano radio-dawn-quiet piano moonrise radio moonrise radio winter radio winter radio
Five Years,David Bowie,5.559830508474576,4.07406779661017,4.833389830508475,glam rock,happy,"[('glam rock', 100), ('classic rock', 89), ('rock', 81), ('70s', 79), ('david bowie', 44), ('glam', 28), ('british', 26), ('epic', 16), ('bowie', 15), ('alternative', 12), ('1972', 12), ('melancholy', 10), ('pop', 9), ('classic', 9), ('alternative rock', 8), ('singer-songwriter', 8), ('UK', 7), ('beautiful', 7), ('Mellow', 7), ('male vocalists', 6)]",glam rock glam rock glam rock glam rock glam rock glam rock glam rock glam rock glam rock glam rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock rock rock rock rock rock rock rock rock 70s 70s 70s 70s 70s 70s 70s david bowie david bowie david bowie david bowie glam glam british british epic bowie alternative 1972 melancholy
New Dark Age / Hothouse,The Sound,3.595,2.4,2.66,new wave,sad,"[('epic', 100), ('new wave', 100), ('post-punk', 100), ('underrated', 100), ('apocalyptic', 100)]",epic epic epic epic epic epic epic epic epic epic new wave new wave new wave new wave new wave new wave new wave new wave new wave new wave post-punk post-punk post-punk post-punk post-punk post-punk post-punk post-punk post-punk post-punk underrated underrated underrated underrated underrated underrated underrated underrated underrated underrated apocalyptic apocalyptic apocalyptic apocalyptic apocalyptic apocalyptic apocalyptic apocalyptic apocalyptic apocalyptic
Undress Me Now,Morcheeba,6.985063291139241,5.1112658227848105,6.115443037974683,trip-hop,happy,"[('chillout', 100), ('trip-hop', 80), ('female vocalists', 50), ('downtempo', 45), ('sexy', 30), ('electronic', 22), ('Morcheeba', 20), ('lounge', 19), ('trip hop', 15), ('chill', 14), ('relax', 12), ('pop', 11), ('easy listening', 11), ('Mellow', 11), ('Love', 10), ('british', 8), ('ambient', 7), ('electronica', 6), ('beautiful', 6), ('female vocalist', 6)]",chillout chillout chillout chillout chillout chillout chillout chillout chillout chillout trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop female vocalists female vocalists female vocalists female vocalists female vocalists downtempo downtempo downtempo downtempo sexy sexy sexy electronic electronic Morcheeba Morcheeba lounge trip hop chill relax pop easy listening Mellow Love
Saltarno,Ophelia's Dream,0.855049504950495,0.6884158415841585,0.775940594059406,neoclassical darkwave,sad,"[('Gothic', 100), ('neoclassical', 100), ('ethereal', 84), ('brilliant', 67), ('neo-classic darkwave', 67), ('darkwave', 50), ('Fantasy Ambient', 50), ('medieval ambient', 50), ('neoclassical darkwave', 50), ('dungeon synth', 50), ('impossible for liberals to deal with', 34), ('neomedieval', 34), ('fantasy dance', 34), ('fantasy synth', 34), ('medieval synth', 34), ('german dungeon synth', 34), ('folk', 17), ('dark', 17), ('medieval', 17), ('1', 17)]",Gothic Gothic Gothic Gothic Gothic Gothic Gothic Gothic Gothic Gothic neoclassical neoclassical neoclassical neoclassical neoclassical neoclassical neoclassical neoclassical neoclassical neoclassical ethereal ethereal ethereal ethereal ethereal ethereal ethereal ethereal brilliant brilliant brilliant brilliant brilliant brilliant neo-classic darkwave neo-classic darkwave neo-classic darkwave neo-classic darkwave neo-classic darkwave neo-classic darkwave darkwave darkwave darkwave darkwave darkwave Fantasy Ambient Fantasy Ambient Fantasy Ambient Fantasy Ambient Fantasy Ambient medieval ambient medieval ambient medieval ambient medieval ambient medieval ambient neoclassical darkwave neoclassical darkwave neoclassical darkwave neoclassical darkwave neoclassical darkwave dungeon synth dungeon synth dungeon synth dungeon synth dungeon synth impossible for liberals to deal with impossible for liberals to deal with impossible for liberals to deal with neomedieval neomedieval neomedieval fantasy dance fantasy dance fantasy dance fantasy synth fantasy synth fantasy synth medieval synth medieval synth medieval synth german dungeon synth german dungeon synth german dungeon synth folk dark medieval 1
